GeneSet DESC Genes
GO_LIPOPROTEIN_METABOLIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_LIPOPROTEIN_METABOLIC_PROCESS PIGH,LPA,NMT2,PIGA,PIGX,NOTUM,PIGS,APOC3,LYPLAL1,ALOX12B,PLAUR,ZDHHC7,PGAP3,ZDHHC1,PPM1B,ZDHHC16,PCSK9,ZDHHC12,PIGL,ABCA1,APOL5,LPL,NMT1,ZDHHC17,APOL3,WIPI1,CUBN,OLR1,ZDHHC21,LYPLA2,MAP6D1,ALB,ZDHHC14,APOL1,ATG7,PIGO,PIGQ,DPM1,CLIP3,DBI,APOA2,APOB,AMN,HHAT,APOL4,ZDHHC23,ATG12,ATG4C,OAS2,PIGW,LRP1,PLA2G7,SCARB1,PORCN,MBOAT4,APOLD1,PIGM,CETP,DPM2,PIGP,APOC2,APOA5,ZDHHC15,PIGB,ABCG1,GOLGA7,APOA1,PGAP2,ZDHHC8,PGAP1,MPPE1,PIGG,APOC1,PIGZ,WDR45,APOL6,ATG4A,LDLR,DPM3,PIGC,P4HB,PIGY,PIGV,ZDHHC2,PRKACG,ATG5,ZDHHC22,LYPLA1,ZDHHC5,CWH43,ZDHHC6,PRKACA,ATG10,BMP1,ZDHHC18,GPAA1,PIGF,ZDHHC20,MTTP,ATM,PPT1,ATG4B,APOE,LCAT,PIGN,ZDHHC9,APOM,WDR45L,PIGT,PIGU,ALG5,APOL2,ZDHHC3,WIPI2,PIGK,ATG4D,PPARA,SDC1,APOA4,APOBEC1,NPC1L1,PPM1A,PRKACB,HSPG2
GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION http://www.broadinstitute.org/gsea/msigdb/cards/GO_DISRUPTION_OF_CELLS_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION BAD,BCL2L11,CTSG,CAMP,C9,ELANE,TREM1,MBL2,TUSC2,CCR2,AZU1,ALB
GO_IRON_COORDINATION_ENTITY_TRANSPORT http://www.broadinstitute.org/gsea/msigdb/cards/GO_IRON_COORDINATION_ENTITY_TRANSPORT HRG,ABCB7,SLC46A1,FLVCR2,ABCB6,FLVCR1,HPX,SLC22A17,LCN2,ABCG2,SLC48A1,ACCN3
GO_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS PCYT1A,AGPAT6,APOA1,PHOSPHO1,CHKA,SLC44A3,CEPT1,SLC44A5,SLC44A2,ABHD3,FABP5,SLC44A4,LPIN3,PCYT1B,CHPT1,ACHE,LPIN2,FGF7,SLC44A1,CHKB,SLC27A1,APOA2,LPIN1,CHAT,LCAT,CDS1,PEMT
GO_KERATAN_SULFATE_METABOLIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_KERATAN_SULFATE_METABOLIC_PROCESS GALNS,B3GNT1,ST3GAL6,ST3GAL4,ST3GAL2,GNS,KERA,B4GALT5,ST3GAL3,GLB1,CHST1,B3GNT3,ACAN,PRELP,HEXA,B4GALT3,B3GNT4,CHST2,SLC35D2,CHST5,B3GNT2,FMOD,OMD,B4GALT1,OGN,B4GALT4,LUM,B3GNT7,ST3GAL1,B4GALT2,HEXB,CHST6,B4GALT6
GO_REGULATION_OF_COAGULATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_COAGULATION PRKCA,F11,APOH,TLR4,SELP,PLAU,HS3ST5,ADAMTS18,S100A9,USF1,SERPINE2,LBH,SERPING1,EDN1,SERPINF2,ANXA5,ALOX12,F7,LYN,F2R,SYK,KNG1,SERPINB2,VTN,EPB49,CAV1,STAB2,NFE2L2,ENPP4,ANO6,VPS33B,PSEN1,CD36,HPSE,PLG,C1QTNF1,TMPRSS6,ACCN1,FGB,FGA,ADRB2,PROS1,SCARA5,NOS3,PLAUR,HRG,CPB2,ANXA2,THBS1,FCER1G,TEC,PDGFRA,STXBP5,PROCR,SERPINC1,ABAT,FOXA2,TSPAN8,KLKB1,F12,PDGFB,F2RL1,TXK,GP1BA,FAM46A,PRKCD,TC2N,F2,PDGFA,THBD,CD34,ZAP70,STX2,PLAT,APOE,F3,VAV2,KRT1,PTGER3,PRKG1,SERPINE1,FAP,PLEK,CLEC4M,UBASH3B,PROC,PRKCQ,FGG
GO_MEMBRANE_BIOGENESIS http://www.broadinstitute.org/gsea/msigdb/cards/GO_MEMBRANE_BIOGENESIS CAV1,SPTBN1,ANXA2,PTEN,PEX19,PTPRD,FLOT2,RFTN1,NRXN1,IL1RAPL1,CAV2,ANK3,STX2,EMP2,CDH2,FLOT1,MAGI2,S100A10,CLIP3,NLGN2,NLGN4X,PEX11A,LRP4,PEX16,PACSIN2,NLGN1,PEX3,CAV3,NLGN3,NRXN2
GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT GAL,TNF,MAFG,CDH3,KRT36,MSX2,DKK4,REG3A,HOXA7,GDF3,BMP4,MED1,SMAD4,SRSF6,NME2,H2AFY2,CYP27B1,H2AFY,TGFB2,AQP3,C1orf172,TP63,MYSM1,KRT84,NAB2,NCOA3,TRIM16,TMEM79,WNT10B,KEAP1,PTCH2,REG3G,KRT17,FST,ALOX15B,NOTCH1,DLL1,EZH2,FOXN1,CD109,NAB1,PTCH1,ROCK1,HEY2,GRHL2,IL20,OVOL2,HPSE,HES1,PPARD,ROCK2,ATOH1,ERRFI1,PRKCH,MAFF,TRADD,SFRP4,HES5,SFN,VDR,SMO,MYCN,MYCL1
GO_FORMATION_OF_PRIMARY_GERM_LAYER http://www.broadinstitute.org/gsea/msigdb/cards/GO_FORMATION_OF_PRIMARY_GERM_LAYER EPB41L5,KIF16B,TLX2,CTNNB1,BMP4,ETV2,DKK1,ITGA2,LEF1,WNT3,ITGB4,LAMB1,PRKAR1A,SOX17,BMP7,NF2,NODAL,SCXB,ITGB1,TRIM15,SOX2,WNT5A,COL6A1,HSBP1,ITGB5,TBX6,WLS,PRKACA,CHRD,TBX20,SMAD3,ITGAV,MIXL1,ITGB2,CRB2,ATOH8,COL4A2,MMP14,LAMA3,ITGB3,FOXF1,EYA2,TWSG1,EPHA2,HMGA2,ACVR1,SMAD2,EYA1,SRF,AXIN1,NOG,POFUT2,NANOG,EOMES,DUSP4,LHX1,MMP9,EXOC4,KLF4,HAND1,PAF1,FN1,CTR9,FOXC2,DUSP2,HOXA11,SMAD1,ELF5,ITGA3,SIX2,VTN,WNT11,SNAI1,INHBA,MMP2,POU5F1,TAL1,ITGA7,KDM6B,EXT2,GATA6,COL12A1,RTF1,HNF1B,ETS2,KDM6A,COL8A1,NR4A3,COL11A1,COL7A1,MMP8,WNT3A,CDC73,ITGA5,GPI,TXNRD1,DUSP5,FOXC1,T,FGFR2,DUSP1,SOX7,BMPR2,LAMB3,PAX2,ITGA4,MMP15,LEO1,ITGA8,BMPR1A
GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION BMP2,HDAC4,CEACAM5,CXCL14,GDF3,CMTM5,ITGB1BP3,BMP4,MBNL3,PTBP1,ZFHX3,CXCL10,DKK1,NOV,EREG,TBX3,TGFB1,ANKRD2,CTDP1,XBP1,FOXO4,CFLAR,CAV3,TNF,SOX9,CCL17,PRICKLE1,MED28,PDGFB,SHH,DDIT3,MSTN,BHLHE41,MYOCD,ID3,MSX1,PPARD,BHLHA15,TRIM72,CSRP3,NKX2-5,ANKRD17,NOTCH1,DLL1,EZH2,IL18,HDAC3,GSK3A,SOX8,DAXX,PPAPDC3,HEY2,PRDM6,HDAC5,HDAC1
GO_ENERGY_RESERVE_METABOLIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_ENERGY_RESERVE_METABOLIC_PROCESS ADRB3,PHKB,STBD1,GBE1,GYG2,GNAS,PYGL,PGM2,PID1,MT3,GAA,GFPT2,EPM2A,UBB,NR1D1,PPP1R3A,GYS1,GCK,IL6ST,AKT1,PPP1R3E,PPP1R3C,MRAP2,GFPT1,PPP1R2P3,MTOR,PFKM,PRLH,PPP1R3B,CALM3,GPR116,MYC,CPS1,STK40,PHKG2,PER2,PPP1CA,PPP1CB,PPP1R2,MC4R,PYGB,PHKG1,NHLRC1,CALM1,PPP1CC,PRKAG2,PRKAG3,LEPR,PYGM,PPP1R2P1,UBA52,PCDH12,PPP1R1A,PGM5,CALM2,RPS27A,PHKA1,PPP1R3D,AKT2,UBC,PGM1,AGL,G6PC,GNMT,GSK3A,UGP2,GYS2,LEP,KL,GYG1,GSK3B,PHKA2
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS GPAA1,ST3GAL6,LARGE,PIGF,ST3GAL4,ST6GALNAC5,PIGL,ST6GALNAC1,ST3GAL2,ST6GALNAC2,CWH43,PIGC,PLAUR,B3GNT5,DPM3,ST3GAL3,ST8SIA5,PIGV,PGAP3,PIGY,PIGG,ST8SIA3,ST8SIA2,PIGH,PIGS,ST3GAL5,PIGZ,PIGX,ST6GALNAC3,PIGA,GAL3ST1,ST6GALNAC4,ST8SIA4,GAL3ST3,MPPE1,PGAP1,UGCG,PGAP2,ST8SIA1,PIGP,DPM2,PIGM,PIGB,A4GALT,GBGT1,ST6GALNAC6,PIGU,ALG5,C20orf173,PIGT,PIGK,B4GALNT1,ST8SIA6,PIGW,ST3GAL1,PIGN,DPM1,PIGQ,GAL3ST4,PIGO,GAL3ST2,UGT8
GO_REGULATION_OF_ACTIN_NUCLEATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ACTIN_NUCLEATION GMFB,AP1AR,CORO1A,C15orf38,WASL,CYFIP1,VIL1,SCIN,GSN,WHAMM,ARFIP1,BRK1,MAGEL2,WIPF2,ARFIP2,NCKAP1,PICK1,GMFG,CORO1B,WAS,TRIM27,WASF1,ARF1,FMN1,WIPF3,WIPF1,ABI2
GO_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION LGALS3,TMEM176B,AGER,LGALS1,HLA-B,LGALS9,ZBTB46,HLA-G,TMEM176A,LILRB2,LILRB1,HMGB1
GO_EPITHELIAL_CELL_DEVELOPMENT http://www.broadinstitute.org/gsea/msigdb/cards/GO_EPITHELIAL_CELL_DEVELOPMENT PAX6,SLITRK6,RAC1,PDGFB,RILPL1,XBP1,DACT2,NKX6-1,FLNB,ICAM1,KLF5,TMEM79,RAP1A,WNT7B,EZR,RAB1A,NTRK1,RAPGEF6,BMP5,ST14,SHROOM3,VEZF1,ACTA2,NOTCH1,CLIC5,HYDIN,SPDEF,ID1,SFN,HOXB13,TYMS,MARVELD2,MYO7A,CXCR4,TMC1,MYO1E,PALLD,WNT5A,NKX2-2,TNMD,TJP1,RDX,MET,SIX2,PDE2A,FOXJ1,HIF1A,RAB13,GJA1,PDZD7,MLLT4,E2F4,YIPF6,MAGI2,RARG,WNT4,CLIC4,FRS2,RILPL2,PAFAH1B1,BFSP2,RAPGEF3,ARHGEF26,IFT74,GRHL2,GATA3,VIM,STC1,FOSL2,TMOD1,ONECUT2,PAX8,LHFPL5,WDPCP,SOX8,VSIG1,ROS1,CCM2,MSN,C12orf5,DMRT1,FEM1B,MYADM,RAB1B,ATP2B2,NOTCH4,PROX1,GPX1,SOD1,HOXA5,CDC42,F2RL1,HAPLN2,FNDC3A,SOX9,STRC,PDE4D,B4GALT1,ESR1,RAP2B,C1orf172,PODXL,ARID4A,ENG,TP63,LRTOMT,SDC1,EPB41L5,EXPH5,BMP4,SOX18,BASP1,CTNNB1,TBC1D20,TJP2,RAP1B,RAPGEF1,CDK6,PLOD3,PPP1R16B,RARB,DLL1,EPHA2,ESR2,SIPA1L3,NUP210L,WNT7A,PTPRS,GREM1,FOXA1,LAMB2,PRDM1,SCRIB,DNASE1L2,SLC9A4,NPHS2,SEC24B,HEG1,AGPAT6,INSM1,HRH2,COL18A1,FGFR1,BMP15,GPR4,SLC9A3R1,BMP6,SALL1,NKX3-2,SLC4A7,SIDT2,RFX3,WNT5B,RAP2C,NPHS1,F11R,RAB25,FOXC2,JAG1,SIX3,IQGAP1,TCF15,BCL11B,BFSP1,FRMD6,ROCK1,HSD17B4,GSTM3,ONECUT1,ATRX,PAX2,CRYGB,ARID4B,CLDN3,CDKN1A,GDNF,C1GALT1,WT1,RAPGEF2,TFCP2L1,SMO,SLC4A5,PDPK1,RARA,CITED1,FZD7
GO_AMIDE_TRANSPORT http://www.broadinstitute.org/gsea/msigdb/cards/GO_AMIDE_TRANSPORT RAB11FIP2,AQP9,SLC14A2,SNX19,PCLO,CAMK2G,SLC38A7,SLC38A3,SLC46A1,SLC15A5,SLC19A1,CYB5R4,SLC18A2,SLC15A2,EIF2AK3,UBE2Q1,FAM3B,SLC15A4,IL6,ABCA1,TAP1,TAP2,RAPGEF4,RIMS2,CD209,HNF1B,FKBP1B,CPLX1,RAB11FIP5,MAFA,SLC38A1,EDN1,FOLR1,GHRH,GHRL,SLC9A3R1,HNF1A,ABCB9,MYO5A,FFAR1,TAPBP,UPK3A,VIP,PDX1,SLC5A6,ABCA12,STXBP3,GHRHR,SMAD2,EXOC3L1,AQP10,SLC19A2,CDK16,SMPD3,LTBP4,FOLR3,FOLR2,RAF1,IL1RN,SLC25A32,NPFF,CPLX3,CLEC4M,LEP,ACVR2B,VGF,EDN3,AQP11,AQP7,GLTPD1,GPR119,TACR2,COL4A3BP,PLEKHA8,CARTPT,GAL,ANXA1,SLC14A1,CDH17,PTPRN2,PTPRN,RAB11B,SLC30A8,DISP1,NEUROD1,AQP3,TRPV4,MC4R,CCKAR,SLC15A1,AQP7P3,RAB1A,PDPN,CRHR1,SLC15A3,ILDR2,GHSR
GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION IL12RB1,PDCD1LG2,NR1H4,CD244,IL1RL1,HLA-DPA1,CD276,XCL1,HLA-DRB5,GAS6,PDE4D,RIPK3,LGALS9,PTPN22,LTA,TXK,CCR2,RIPK2,IL20RB,HLA-DRB3,SASH3,IL27RA,IL36RN,ZC3H12A,IL18R1,PRNP,ISG15,TLR8,WNT5A,SLAMF1,KLRC4-KLRK1,IL2,FZD5,LILRB1,AXL,ISL1,SLAMF6,PGLYRP3,HLA-DRB4,TLR7,IL12B,PDE4B,IL33,CCR7,SLC11A1,TLR4,BCL3,HLA-DRB1,IL12A,C1QBP,CEBPG,PYCARD,PGLYRP2,IL27,IRF8,HRAS,HAVCR2,CD274,CD14,IL23A,RLTPR,FOXP3,ZFPM1,CD2,INHBA,TNF,TLR9,IL10,PGLYRP1,IFNAR1,TNFSF9,RARA,ZP3,FADD,ABL1,HSPD1,TLR3,PYDC1,IL1B,CD3E,HLA-A,HMGB1,TNFSF4,IL23R,IL18,IL12RB2,TICAM2,INHA,TNFRSF13C,RASGRP1,GATA3,HLA-DPB1,EBI3,SCGB1A1,IL21,KLRK1,IL29
GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS CIDEA,UGT1A3,GFI1,PDE3B,PIK3IP1,TRIB3,ACACB,PPP2R5A,SOD1,PROX1,PDGFB,METTL20,PIBF1,UGT1A6,GPLD1,ADRA2A,NR1H4,ERLIN1,SERPINA12,FBXW7,KIAA0226,LPCAT1,BMP2,ATP1A1,INSIG2,ESR1,INS,DAB2IP,SCAP,FGF19,ACADL,GPER,ADORA1,STK11,CCNC,BMP5,APOC1,DKK3,ACADVL,APOE,PLIN5,PDGFA,NFKB1,WDTC1,AKR1C3,SNAI1,TNF,BRCA1,DGAT2,ERLIN2,APOA2,SIK1,PIK3CG,SNAI2,BSCL2,UGT1A7,CYP27B1,WNT4,REST,APOD,PRKAA1,APOC2,INSIG1,ORMDL2,HCAR2,SLC27A1,SIRT4,UGT1A8,APOC3,UGT1A10,AKT1,ORMDL1,SIRT1,UGT1A4,CNR1,C10orf112,UGT1A1,UGT1A9,CRTC3,IL1B
GO_PROTEIN_LOCALIZATION_TO_KINETOCHORE http://www.broadinstitute.org/gsea/msigdb/cards/GO_PROTEIN_LOCALIZATION_TO_KINETOCHORE RCC2,CHAMP1,BUB1B,GSG2,MIS12,AURKB,CASC5,ZW10,CCDC99,CDK1,MTBP
GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION BBS12,E2F1,INSIG1,WWTR1,CCDC85B,TGFB1I1,GATA2,FOXO1,ENPP1,GATA3,GPER,MMP11,SIRT1,WNT3A,WNT5A,JDP2,TRIB2,SMAD3,ID4,WNT1,IL6,SORT1,ZFPM1,TRIB3,ASXL1,TNF,SIRT2,ZFPM2,ARNTL,MSX2,FAM57B,RUNX1T1,DDIT3,ADIPOQ,RORA,AXIN1,WNT10B,C1QL4,TRPV4,JAG1,TGFB1
GO_PHOTOPERIODISM http://www.broadinstitute.org/gsea/msigdb/cards/GO_PHOTOPERIODISM AGRP,FBXL21,USP2,SIK1,CRY2,DRD4,NR2F6,PPP1CC,BHLHE40,RBM4B,TP53,ID2,FBXL3,MTA1,RBM4,CLOCK,PER1,CRTC1,NMU,PML,AANAT,CRY1,PPP1CB,PPP1CA
GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS http://www.broadinstitute.org/gsea/msigdb/cards/GO_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS GCH1,ENOPH1,GATM,PHGDH,MTAP,EIF2B2,CARNS1,SHMT1,MTHFD1,APIP,EIF2B4,BHMT2,GGT1,GAMT,DHFRL1,GLUL,ATIC,BHMT,NOXRED1,AGXT,AGXT2,SRR,PADI4,MTR,ASL,MTHFS,GOT1,AHCY,THNSL1,OTC,DHFR,PADI3,DHPS,CBS,GLS2,DHFRP1,CTH,MRI1,GART,EIF2B1,AASDHPPT,PADI6,THNSL2,ASS1,PSAT1,PYCR2,MTRR,PADI2,PYCRL,LGSN,PSPH,OAT,SEPHS2,ATPIF1,PAH,MTHFD1L,GOT1L1,NAGS,PADI1,ADI1,ASNS,GLUD1,ALDH18A1,ASNSD1,MTHFD2,PYCR1,CPS1,SLC1A3,GOT2,PLOD1,SHMT2,GLUD2,CAD,MTHFD2L,FPGS,GLS,ALDH4A1
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION http://www.broadinstitute.org/gsea/msigdb/cards/GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION WT1,BASP1,BMP4,FZD7,TCF15,PAX8,GDNF,SIX2,WNT4,SALL1,CITED1,PAX2,GREM1,SMO,GATA3
GO_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER http://www.broadinstitute.org/gsea/msigdb/cards/GO_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER RAP2C,RAB1A,RAPGEF6,PTPRS,MLLT4,RAP2B,RAB1B,TJP2,RAPGEF2,F11R,TJP1
GO_SALIVARY_GLAND_DEVELOPMENT http://www.broadinstitute.org/gsea/msigdb/cards/GO_SALIVARY_GLAND_DEVELOPMENT FGF10,FGF8,POLB,NKX3-1,DAG1,NRP1,FGF7,SEMA3A,TGM2,TWSG1,LAMA5,FGFR2,TFCP2L1,IL6,SEMA3C,TGFB3,EDA,BMP7,EGFR,PAX6,SHH,FGFR1,CDC42,XBP1,PLXNA1,TNF,EDAR,NFIB,TGFB1,TGFB2,CLCN2,PLXND1
GO_CELL_CYCLE_DNA_REPLICATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELL_CYCLE_DNA_REPLICATION RTEL1,ZNF830,PCNA,GINS2,CDC45,GINS1,DNA2,UPF1,ZNF259,RPA4,LIG1,SLBP
GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER RNF8,SHH,RECQL5,SUPT4H1,EAPP,WHSC2,RDBP,COBRA1,AXIN1,EZH2,RNF168
GO_CHROMOSOME_CONDENSATION http://www.broadinstitute.org/gsea/msigdb/cards/GO_CHROMOSOME_CONDENSATION ACIN1,PRM2,NCAPG,AKAP8,PRM3,SMC4,NCAPH2,TTN,H1FNT,STRA8,NCAPH,NCAPD2,CDK1,PHF13,CDCA5,NUSAP1,CHMP1A,HMGA2,SMC2,DFFB,TOP2A,AIFM1,AKAP8L,GPER,NCAPD3,PRM1,PAPD7,NCAPG2,CCNB1,ERN2,HILS1
